Location 1,Location 2,Price
KL-Eco-City,Kuala-Lumpur,1804275
KL-Eco-City,Kuala-Lumpur,1804275
KL-Eco-City,Kuala-Lumpur,1804275
KL-Eco-City,Kuala-Lumpur,1804275
Kepong,Kuala-Lumpur,1580000
Kepong,Kuala-Lumpur,910000
Alam-Damai,Kuala-Lumpur,880000
Kepong,Kuala-Lumpur,680000
Desa-ParkCity,Kuala-Lumpur,2450000
Desa-ParkCity,Kuala-Lumpur,2600000
Desa-ParkCity,Kuala-Lumpur,2600000
Desa-ParkCity,Kuala-Lumpur,2450000
Kepong,Kuala-Lumpur,700000
Cheras,Kuala-Lumpur,866000
Kepong,Kuala-Lumpur,1580000
Kepong,Kuala-Lumpur,550000
Kepong,Kuala-Lumpur,880000
Cheras,Kuala-Lumpur,850000
Kepong,Kuala-Lumpur,1050000
Kepong,Kuala-Lumpur,960000
Kepong,Kuala-Lumpur,1050000
Sunway-SPK,Kuala-Lumpur,1600000
Kepong,Kuala-Lumpur,948000
Desa-ParkCity,Kuala-Lumpur,2080000
Kuchai-Lama,Kuala-Lumpur,980000
OUG,Kuala-Lumpur,880000
Cheras,Kuala-Lumpur,770000
Cheras,Kuala-Lumpur,780000
Cheras,Kuala-Lumpur,1380000
Cheras,Kuala-Lumpur,679000
OUG,Kuala-Lumpur,1400000
Cheras,Kuala-Lumpur,700000
Cheras,Kuala-Lumpur,800000
Kepong,Kuala-Lumpur,498000
Kepong,Kuala-Lumpur,1300000
Ampang,Kuala-Lumpur,20000000
Salak-Selatan,Kuala-Lumpur,600000
Kepong,Kuala-Lumpur,388000
Kepong,Kuala-Lumpur,560000
Segambut,Kuala-Lumpur,668000
Wangsa-Maju,Kuala-Lumpur,485000
Setapak,Kuala-Lumpur,500000
Setapak,Kuala-Lumpur,475000
Wangsa-Maju,Kuala-Lumpur,420000
Sri-Petaling,Kuala-Lumpur,630000
Bandar-Menjalara,Kuala-Lumpur,560000
Setapak,Kuala-Lumpur,600000
Bandar-Menjalara,Kuala-Lumpur,595000
Segambut,Kuala-Lumpur,630000
Bandar-Menjalara,Kuala-Lumpur,595000
Jalan-Kuching,Kuala-Lumpur,520000
Kepong,Kuala-Lumpur,430000
Bandar-Menjalara,Kuala-Lumpur,590000
Bandar-Menjalara,Kuala-Lumpur,620000
Kepong,Kuala-Lumpur,570000
Setapak,Kuala-Lumpur,590000
Bandar-Menjalara,Kuala-Lumpur,680000
Bandar-Menjalara,Kuala-Lumpur,680000
Gombak,Kuala-Lumpur,365000
Bandar-Menjalara,Kuala-Lumpur,688000
Segambut,Kuala-Lumpur,598000
Bandar-Menjalara,Kuala-Lumpur,560000
Bandar-Menjalara,Kuala-Lumpur,650000
Bandar-Menjalara,Kuala-Lumpur,680000
Kepong,Kuala-Lumpur,555000
Kepong,Kuala-Lumpur,680000
Wangsa-Maju,Kuala-Lumpur,520000
Cheras,Kuala-Lumpur,560000
Bandar-Menjalara,Kuala-Lumpur,588000
Segambut,Kuala-Lumpur,660000
Segambut,Kuala-Lumpur,650000
Ampang-Hilir,Kuala-Lumpur,20000000
Kepong,Kuala-Lumpur,838000
Ampang-Hilir,Kuala-Lumpur,14500000
Bukit-Jalil,Kuala-Lumpur,950000
Taman-Desa,Kuala-Lumpur,1250000
Cheras,Kuala-Lumpur,638000
Jalan-Klang-Lama,Kuala-Lumpur,725000
Desa-ParkCity,Kuala-Lumpur,2450000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1650000
Kepong,Kuala-Lumpur,715000
Desa-ParkCity,Kuala-Lumpur,2400000
Kepong,Kuala-Lumpur,790000
Kepong,Kuala-Lumpur,830000
Kepong,Kuala-Lumpur,950000
Kepong,Kuala-Lumpur,1180000
Desa-ParkCity,Kuala-Lumpur,2300000
Kepong,Kuala-Lumpur,690000
Kepong,Kuala-Lumpur,850000
Kepong,Kuala-Lumpur,850000
Kepong,Kuala-Lumpur,820000
Kepong,Kuala-Lumpur,850000
Bangsar,Kuala-Lumpur,1590000
Kepong,Kuala-Lumpur,690000
Bangsar,Kuala-Lumpur,1750000
KLCC,Kuala-Lumpur,4000000
Cheras,Kuala-Lumpur,498000
Pandan-Indah,Kuala-Lumpur,600000
Cheras,Kuala-Lumpur,540000
Cheras,Kuala-Lumpur,578000
Cheras,Kuala-Lumpur,530000
Wangsa-Maju,Kuala-Lumpur,900000
Bangsar,Kuala-Lumpur,1300000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1650000
Cheras,Kuala-Lumpur,630000
Pandan-Indah,Kuala-Lumpur,920000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1930000
Bangsar,Kuala-Lumpur,3500000
Bangsar,Kuala-Lumpur,5500000
Cheras,Kuala-Lumpur,1100000
Desa-ParkCity,Kuala-Lumpur,2300000
Bangsar,Kuala-Lumpur,1350000
Kepong,Kuala-Lumpur,828000
Kepong,Kuala-Lumpur,1600000
Bangsar,Kuala-Lumpur,1250000
Kepong,Kuala-Lumpur,670000
Kepong,Kuala-Lumpur,550000
Kepong,Kuala-Lumpur,900000
Jalan-Ipoh,Kuala-Lumpur,561100
Cheras,Kuala-Lumpur,450000
Jalan-Ipoh,Kuala-Lumpur,608000
Jalan-Ipoh,Kuala-Lumpur,590000
Kepong,Kuala-Lumpur,748000
Taman-Melawati,Kuala-Lumpur,580000
Wangsa-Maju,Kuala-Lumpur,670000
Pandan-Perdana,Kuala-Lumpur,600000
Cheras,Kuala-Lumpur,580000
Kepong,Kuala-Lumpur,620000
Bandar-Damai-Perdana,Kuala-Lumpur,678000
Sri-Petaling,Kuala-Lumpur,648000
Bandar-Damai-Perdana,Kuala-Lumpur,528000
Cheras,Kuala-Lumpur,530000
Cheras,Kuala-Lumpur,499000
Cheras,Kuala-Lumpur,658000
Wangsa-Maju,Kuala-Lumpur,620000
Cheras,Kuala-Lumpur,665000
Pandan-Indah,Kuala-Lumpur,828000
Cheras,Kuala-Lumpur,580000
Kepong,Kuala-Lumpur,700000
Cheras,Kuala-Lumpur,590000
Kepong,Kuala-Lumpur,520000
Kepong,Kuala-Lumpur,550000
Bandar-Damai-Perdana,Kuala-Lumpur,580000
Cheras,Kuala-Lumpur,598000
Cheras,Kuala-Lumpur,580000
Jalan-Ipoh,Kuala-Lumpur,650000
Taman-Melawati,Kuala-Lumpur,650000
Taman-Melawati,Kuala-Lumpur,610000
Taman-Melawati,Kuala-Lumpur,630000
Bandar-Tasik-Selatan,Kuala-Lumpur,650000
Pandan-Perdana,Kuala-Lumpur,608000
Desa-ParkCity,Kuala-Lumpur,1650000
Desa-ParkCity,Kuala-Lumpur,1550000
Kuchai-Lama,Kuala-Lumpur,930000
Bangsar,Kuala-Lumpur,1650000
Cheras,Kuala-Lumpur,760000
Desa-ParkCity,Kuala-Lumpur,1650000
Sentul,Kuala-Lumpur,1350000
Jalan-Klang-Lama,Kuala-Lumpur,951000
Bangsar,Kuala-Lumpur,1080000
Bandar-Tasik-Selatan,Kuala-Lumpur,1300000
Jalan-Ipoh,Kuala-Lumpur,620000
Bukit-Bintang,Kuala-Lumpur,2900000
Bangsar,Kuala-Lumpur,1100000
Ampang,Kuala-Lumpur,2000000
OUG,Kuala-Lumpur,760000
Mont-Kiara,Kuala-Lumpur,1572000
Desa-ParkCity,Kuala-Lumpur,1550000
Desa-ParkCity,Kuala-Lumpur,1550000
Desa-ParkCity,Kuala-Lumpur,1650000
Desa-ParkCity,Kuala-Lumpur,1700000
Bangsar-South,Kuala-Lumpur,1600000
Bangsar-South,Kuala-Lumpur,1550000
Bangsar-South,Kuala-Lumpur,1700000
Setapak,Kuala-Lumpur,590000
Mont-Kiara,Kuala-Lumpur,1380000
Mont-Kiara,Kuala-Lumpur,1150000
Cheras,Kuala-Lumpur,820000
Desa-ParkCity,Kuala-Lumpur,2000000
Desa-ParkCity,Kuala-Lumpur,1950000
Bukit-Tunku,Kuala-Lumpur,1550000
Setapak,Kuala-Lumpur,690000
Dutamas,Kuala-Lumpur,990000
Cheras,Kuala-Lumpur,798000
Bukit-Bintang,Kuala-Lumpur,2250000
Mont-Kiara,Kuala-Lumpur,1450000
Mont-Kiara,Kuala-Lumpur,1616000
KLCC,Kuala-Lumpur,1850000
Mont-Kiara,Kuala-Lumpur,1300000
Bangsar,Kuala-Lumpur,1800000
Mont-Kiara,Kuala-Lumpur,1980000
Mont-Kiara,Kuala-Lumpur,1300000
Mont-Kiara,Kuala-Lumpur,1150000
Mont-Kiara,Kuala-Lumpur,1130000
KLCC,Kuala-Lumpur,5570000
KLCC,Kuala-Lumpur,5570000
Bangsar,Kuala-Lumpur,1350000
KLCC,Kuala-Lumpur,1818500
KLCC,Kuala-Lumpur,1818450
KLCC,Kuala-Lumpur,1818500
KLCC,Kuala-Lumpur,1818500
KLCC,Kuala-Lumpur,1818500
KLCC,Kuala-Lumpur,1818500
KLCC,Kuala-Lumpur,1818500
KLCC,Kuala-Lumpur,1818450
KLCC,Kuala-Lumpur,1818450
KLCC,Kuala-Lumpur,1818450
City-Centre,Kuala-Lumpur,3632000
Bukit-Tunku,Kuala-Lumpur,2100000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1750000
Kepong,Kuala-Lumpur,999999
Mont-Kiara,Kuala-Lumpur,2310000
KLCC,Kuala-Lumpur,2770800
Taman-Melawati,Kuala-Lumpur,880000
KLCC,Kuala-Lumpur,3400000
Dutamas,Kuala-Lumpur,1350000
Taman-Melawati,Kuala-Lumpur,1550000
Taman-Melawati,Kuala-Lumpur,1880000
Taman-Melawati,Kuala-Lumpur,1650000
Taman-Melawati,Kuala-Lumpur,1550000
Kepong,Kuala-Lumpur,999999
Bukit-Bintang,Kuala-Lumpur,4350000
KLCC,Kuala-Lumpur,1920000
Pantai,Kuala-Lumpur,1450000
KLCC,Kuala-Lumpur,2900000
Bukit-Bintang,Kuala-Lumpur,2750000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,2250000
Dutamas,Kuala-Lumpur,1550000
Mont-Kiara,Kuala-Lumpur,2100000
Mont-Kiara,Kuala-Lumpur,2420000
Taman-Desa,Kuala-Lumpur,1500000
Mont-Kiara,Kuala-Lumpur,1800000
Cheras,Kuala-Lumpur,890000
KLCC,Kuala-Lumpur,2530000
Cheras,Kuala-Lumpur,720000
Desa-ParkCity,Kuala-Lumpur,2200000
Desa-ParkCity,Kuala-Lumpur,1990000
Mont-Kiara,Kuala-Lumpur,1980000
Bukit-Jalil,Kuala-Lumpur,800000
Setapak,Kuala-Lumpur,700000
Desa-ParkCity,Kuala-Lumpur,2250000
Sungai-Besi,Kuala-Lumpur,1100000
KLCC,Kuala-Lumpur,5854000
Bukit-Bintang,Kuala-Lumpur,4450000
Mont-Kiara,Kuala-Lumpur,1680000
Ampang-Hilir,Kuala-Lumpur,2700000
Ampang-Hilir,Kuala-Lumpur,2700000
Ampang-Hilir,Kuala-Lumpur,2700000
Ampang-Hilir,Kuala-Lumpur,2700000
Wangsa-Maju,Kuala-Lumpur,1400000
Damansara-Heights,Kuala-Lumpur,3790000
Damansara-Heights,Kuala-Lumpur,3619999
Ampang-Hilir,Kuala-Lumpur,1550000
Mont-Kiara,Kuala-Lumpur,2180000
Other,Kuala-Lumpur,1100000
Setapak,Kuala-Lumpur,1250000
Setapak,Kuala-Lumpur,1200000
Setapak,Kuala-Lumpur,1400000
Jalan-Ipoh,Kuala-Lumpur,1250000
KLCC,Kuala-Lumpur,3100000
Desa-ParkCity,Kuala-Lumpur,1250000
Cheras,Kuala-Lumpur,728000
Cheras,Kuala-Lumpur,728000
Kuchai-Lama,Kuala-Lumpur,1300000
Cheras,Kuala-Lumpur,690000
Bandar-Damai-Perdana,Kuala-Lumpur,620000
Puchong,Kuala-Lumpur,600000
Cheras,Kuala-Lumpur,599000
Puchong,Kuala-Lumpur,630000
Cheras,Kuala-Lumpur,650000
Kepong,Kuala-Lumpur,680000
Cheras,Kuala-Lumpur,880000
Sungai-Besi,Kuala-Lumpur,1100000
Sungai-Besi,Kuala-Lumpur,1215000
Kepong,Kuala-Lumpur,920000
Sungai-Besi,Kuala-Lumpur,1150000
OUG,Kuala-Lumpur,905000
Sungai-Besi,Kuala-Lumpur,1100000
Jalan-Ipoh,Kuala-Lumpur,850000
Setiawangsa,Kuala-Lumpur,925000
Sri-Hartamas,Kuala-Lumpur,3600000
Sri-Hartamas,Kuala-Lumpur,3600000
Sri-Hartamas,Kuala-Lumpur,3600000
Mont-Kiara,Kuala-Lumpur,3695000
Mont-Kiara,Kuala-Lumpur,3600000
Sri-Hartamas,Kuala-Lumpur,3500000
Ampang,Kuala-Lumpur,1590000
Mont-Kiara,Kuala-Lumpur,3600000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1250000
Ampang,Kuala-Lumpur,1550000
Bangsar,Kuala-Lumpur,7300000
Taman-Melawati,Kuala-Lumpur,1900000
Sungai-Besi,Kuala-Lumpur,1300000
Ampang-Hilir,Kuala-Lumpur,1900000
Bukit-Jalil,Kuala-Lumpur,1950000
Bukit-Jalil,Kuala-Lumpur,1850000
Bukit-Jalil,Kuala-Lumpur,1800000
Bukit-Jalil,Kuala-Lumpur,1800000
Bukit-Jalil,Kuala-Lumpur,1800000
Bukit-Jalil,Kuala-Lumpur,2000000
Bukit-Jalil,Kuala-Lumpur,1800000
Bandar-Menjalara,Kuala-Lumpur,1380000
Bangsar,Kuala-Lumpur,15600000
Kepong,Kuala-Lumpur,1050000
Sri-Hartamas,Kuala-Lumpur,2100
Jalan-Ipoh,Kuala-Lumpur,1300000
Jalan-Ipoh,Kuala-Lumpur,1300000
Cheras,Kuala-Lumpur,615000
Kepong,Kuala-Lumpur,630000
Bandar-Damai-Perdana,Kuala-Lumpur,680000
Bandar-Damai-Perdana,Kuala-Lumpur,620000
Bandar-Damai-Perdana,Kuala-Lumpur,590000
Cheras,Kuala-Lumpur,630000
Kepong,Kuala-Lumpur,630000
Cheras,Kuala-Lumpur,648000
Cheras,Kuala-Lumpur,680000
Ampang,Kuala-Lumpur,460000
Bandar-Damai-Perdana,Kuala-Lumpur,628000
Cheras,Kuala-Lumpur,650000
Cheras,Kuala-Lumpur,530000
Segambut,Kuala-Lumpur,1350000
Kepong,Kuala-Lumpur,688000
Setapak,Kuala-Lumpur,600000
Setapak,Kuala-Lumpur,500000
Setapak,Kuala-Lumpur,570000
Cheras,Kuala-Lumpur,650000
Pandan-Perdana,Kuala-Lumpur,499000
Cheras,Kuala-Lumpur,795000
Ampang,Kuala-Lumpur,528000
Ampang,Kuala-Lumpur,685000
Damansara,Kuala-Lumpur,650000
Bandar-Damai-Perdana,Kuala-Lumpur,670000
Bandar-Damai-Perdana,Kuala-Lumpur,690000
Kepong,Kuala-Lumpur,798000
Setapak,Kuala-Lumpur,500000
Kepong,Kuala-Lumpur,780000
Kepong,Kuala-Lumpur,500000
Cheras,Kuala-Lumpur,585000
Bandar-Damai-Perdana,Kuala-Lumpur,680000
Bandar-Damai-Perdana,Kuala-Lumpur,650000
Bandar-Damai-Perdana,Kuala-Lumpur,600000
Bandar-Damai-Perdana,Kuala-Lumpur,636000
Cheras,Kuala-Lumpur,680000
Cheras,Kuala-Lumpur,420000
Cheras,Kuala-Lumpur,750000
Setapak,Kuala-Lumpur,430000
Kepong,Kuala-Lumpur,565000
Cheras,Kuala-Lumpur,568000
Kepong,Kuala-Lumpur,950000
Kepong,Kuala-Lumpur,1100000
Kepong,Kuala-Lumpur,490000
Cheras,Kuala-Lumpur,680000
Kepong,Kuala-Lumpur,1090000
Kepong,Kuala-Lumpur,920000
Kepong,Kuala-Lumpur,958000
Kepong,Kuala-Lumpur,920000
Kepong,Kuala-Lumpur,848000
Cheras,Kuala-Lumpur,680000
Kepong,Kuala-Lumpur,1350000
Setapak,Kuala-Lumpur,400000
Setapak,Kuala-Lumpur,450000
Kepong,Kuala-Lumpur,490000
Setapak,Kuala-Lumpur,400000
Setapak,Kuala-Lumpur,420000
Setapak,Kuala-Lumpur,830000
Wangsa-Maju,Kuala-Lumpur,780000
Setiawangsa,Kuala-Lumpur,870000
Setapak,Kuala-Lumpur,590000
Kepong,Kuala-Lumpur,300000
Setapak,Kuala-Lumpur,838000
Cheras,Kuala-Lumpur,880000
Happy-Garden,Kuala-Lumpur,1480000
Ampang-Hilir,Kuala-Lumpur,748000
Bandar-Damai-Perdana,Kuala-Lumpur,570000
Bandar-Damai-Perdana,Kuala-Lumpur,660000
Bandar-Damai-Perdana,Kuala-Lumpur,640000
Cheras,Kuala-Lumpur,750000
Bukit-Jalil,Kuala-Lumpur,600000
Bukit-Jalil,Kuala-Lumpur,600000
Kepong,Kuala-Lumpur,1280000
Jalan-Kuching,Kuala-Lumpur,699000
Kepong,Kuala-Lumpur,1080000
Cheras,Kuala-Lumpur,960000
Kepong,Kuala-Lumpur,820000
Jinjang,Kuala-Lumpur,720000
Cheras,Kuala-Lumpur,660000
Kepong,Kuala-Lumpur,930000
Cheras,Kuala-Lumpur,598000
Cheras,Kuala-Lumpur,940000
Segambut,Kuala-Lumpur,1050000
Segambut,Kuala-Lumpur,1050000
Jalan-Ipoh,Kuala-Lumpur,830000
Kepong,Kuala-Lumpur,1330000
Kepong,Kuala-Lumpur,538000
Jalan-Kuching,Kuala-Lumpur,800000
Kepong,Kuala-Lumpur,1080000
Jalan-Kuching,Kuala-Lumpur,720000
Kepong,Kuala-Lumpur,1080000
Kepong,Kuala-Lumpur,950000
Kepong,Kuala-Lumpur,950000
Kepong,Kuala-Lumpur,1150000
Cheras,Kuala-Lumpur,980000
Kepong,Kuala-Lumpur,350000
Cheras,Kuala-Lumpur,1200000
Kepong,Kuala-Lumpur,958000
Cheras,Kuala-Lumpur,780000
Kepong,Kuala-Lumpur,780000
Sungai-Besi,Kuala-Lumpur,1100000
Kepong,Kuala-Lumpur,970000
Batu-Caves,Kuala-Lumpur,850000
Kepong,Kuala-Lumpur,900000
Setapak,Kuala-Lumpur,1230000
Jalan-Ipoh,Kuala-Lumpur,830000
Ampang,Kuala-Lumpur,770000
Ampang,Kuala-Lumpur,650000
Setapak,Kuala-Lumpur,1100000
Kepong,Kuala-Lumpur,730000
Kepong,Kuala-Lumpur,958000
Setapak,Kuala-Lumpur,1400000
Setiawangsa,Kuala-Lumpur,870000
Kepong,Kuala-Lumpur,1230000
Kepong,Kuala-Lumpur,1180000
Kepong,Kuala-Lumpur,950000
Setapak,Kuala-Lumpur,540000
Desa-ParkCity,Kuala-Lumpur,1849000
Sri-Hartamas,Kuala-Lumpur,1480000
Sungai-Besi,Kuala-Lumpur,1200000
Sungai-Besi,Kuala-Lumpur,1150000
Taman-Melawati,Kuala-Lumpur,550000
Kepong,Kuala-Lumpur,1880000
Desa-ParkCity,Kuala-Lumpur,1950000
Setapak,Kuala-Lumpur,1295000
Setiawangsa,Kuala-Lumpur,850000
Setiawangsa,Kuala-Lumpur,850000
Kepong,Kuala-Lumpur,800000
Cheras,Kuala-Lumpur,520000
Sungai-Besi,Kuala-Lumpur,1150000
Sungai-Besi,Kuala-Lumpur,1150000
OUG,Kuala-Lumpur,650000
Cheras,Kuala-Lumpur,720000
Kepong,Kuala-Lumpur,600000
Kepong,Kuala-Lumpur,699000
Kepong,Kuala-Lumpur,730000
Cheras,Kuala-Lumpur,590000
Cheras,Kuala-Lumpur,683000
Desa-ParkCity,Kuala-Lumpur,1950000
Wangsa-Maju,Kuala-Lumpur,1250000
Wangsa-Maju,Kuala-Lumpur,780000
Setapak,Kuala-Lumpur,950000
Taman-Melawati,Kuala-Lumpur,620000
Kepong,Kuala-Lumpur,680000
Kepong,Kuala-Lumpur,650000
Seputeh,Kuala-Lumpur,1290000
Cheras,Kuala-Lumpur,720000
Kepong,Kuala-Lumpur,730000
Sungai-Besi,Kuala-Lumpur,1050000
Setapak,Kuala-Lumpur,620000
Kepong,Kuala-Lumpur,638000
Setapak,Kuala-Lumpur,1520000
Sungai-Besi,Kuala-Lumpur,1000000
Sungai-Besi,Kuala-Lumpur,1100000
Segambut,Kuala-Lumpur,998000
OUG,Kuala-Lumpur,800000
Sentul,Kuala-Lumpur,1250000
Kepong,Kuala-Lumpur,750000
Sungai-Besi,Kuala-Lumpur,1080000
OUG,Kuala-Lumpur,930000
Setapak,Kuala-Lumpur,870000
Sungai-Besi,Kuala-Lumpur,1170000
Setapak,Kuala-Lumpur,880000
Sungai-Besi,Kuala-Lumpur,1100000
Sungai-Besi,Kuala-Lumpur,1100000
Sungai-Besi,Kuala-Lumpur,1000000
Kepong,Kuala-Lumpur,798000
Cheras,Kuala-Lumpur,980000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1590000
Bukit-Jalil,Kuala-Lumpur,1200000
Bukit-Jalil,Kuala-Lumpur,1280000
Cheras,Kuala-Lumpur,499000
Sungai-Besi,Kuala-Lumpur,1200000
Setiawangsa,Kuala-Lumpur,1050000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1850000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1700000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1550000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1750000
Cheras,Kuala-Lumpur,680000
Cheras,Kuala-Lumpur,880000
Ampang,Kuala-Lumpur,1500000
Bangsar,Kuala-Lumpur,16500000
Kepong,Kuala-Lumpur,950000
Bukit-Jalil,Kuala-Lumpur,1750000
Bukit-Jalil,Kuala-Lumpur,1750000
Bukit-Jalil,Kuala-Lumpur,1730000
Desa-ParkCity,Kuala-Lumpur,4600000
Desa-ParkCity,Kuala-Lumpur,3500000
Ampang,Kuala-Lumpur,2300000
Kepong,Kuala-Lumpur,660000
Pandan-Perdana,Kuala-Lumpur,650000
Cheras,Kuala-Lumpur,730000
Kepong,Kuala-Lumpur,530000
Kepong,Kuala-Lumpur,675000
Kepong,Kuala-Lumpur,525000
Kepong,Kuala-Lumpur,850000
Kepong,Kuala-Lumpur,680000
Kepong,Kuala-Lumpur,585000
Cheras,Kuala-Lumpur,869000
Kepong,Kuala-Lumpur,685000
Kepong,Kuala-Lumpur,920000
Cheras,Kuala-Lumpur,905000
Salak-Selatan,Kuala-Lumpur,758000
Kepong,Kuala-Lumpur,1200000
Cheras,Kuala-Lumpur,860000
OUG,Kuala-Lumpur,860000
Cheras,Kuala-Lumpur,895000
OUG,Kuala-Lumpur,890000
Kepong,Kuala-Lumpur,1300000
Cheras,Kuala-Lumpur,730000
Cheras,Kuala-Lumpur,930000
Cheras,Kuala-Lumpur,630000
Jalan-Klang-Lama,Kuala-Lumpur,750000
Sungai-Besi,Kuala-Lumpur,1050000
Taman-Melawati,Kuala-Lumpur,1250000
Sri-Petaling,Kuala-Lumpur,1150000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1680000
Sri-Petaling,Kuala-Lumpur,980000
Sri-Petaling,Kuala-Lumpur,1200000
Jalan-Ipoh,Kuala-Lumpur,1350000
Kepong,Kuala-Lumpur,830000
Kepong,Kuala-Lumpur,700000
Sri-Petaling,Kuala-Lumpur,960000
Kepong,Kuala-Lumpur,680000
Kepong,Kuala-Lumpur,699000
Cheras,Kuala-Lumpur,790000
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1790000
Kepong,Kuala-Lumpur,950000
Desa-ParkCity,Kuala-Lumpur,2300000
Sentul,Kuala-Lumpur,1490000
Ampang,Kuala-Lumpur,1100000
Ampang-Hilir,Kuala-Lumpur,30000000
Sentul,Kuala-Lumpur,1050000
KLCC,Kuala-Lumpur,5600000
Desa-ParkCity,Kuala-Lumpur,3180000
Sunway-SPK,Kuala-Lumpur,1280000
Cheras,Kuala-Lumpur,820000
Kepong,Kuala-Lumpur,988000
Sri-Petaling,Kuala-Lumpur,1150000
Sri-Petaling,Kuala-Lumpur,950000
Wangsa-Maju,Kuala-Lumpur,1600000
Sri-Petaling,Kuala-Lumpur,1180000
Taman-Desa,Kuala-Lumpur,1150000
Jalan-Ipoh,Kuala-Lumpur,1200000
Kepong,Kuala-Lumpur,920000
Seputeh,Kuala-Lumpur,1200000
Desa-ParkCity,Kuala-Lumpur,2200000
Kepong,Kuala-Lumpur,690000
Jalan-Ipoh,Kuala-Lumpur,1368000
Kepong,Kuala-Lumpur,998000
Segambut,Kuala-Lumpur,2100000
Kepong,Kuala-Lumpur,1700000
Kepong,Kuala-Lumpur,670000
Kepong,Kuala-Lumpur,450000
Kepong,Kuala-Lumpur,580000
Kepong,Kuala-Lumpur,580000
Kepong,Kuala-Lumpur,550000
Kepong,Kuala-Lumpur,548000
Kepong,Kuala-Lumpur,850000
Kepong,Kuala-Lumpur,550000
Kepong,Kuala-Lumpur,390000
Kepong,Kuala-Lumpur,628000
Kepong,Kuala-Lumpur,580000
Kepong,Kuala-Lumpur,450000
Kepong,Kuala-Lumpur,550000
Kepong,Kuala-Lumpur,628000
Kepong,Kuala-Lumpur,465000
Kepong,Kuala-Lumpur,675000
Kepong,Kuala-Lumpur,658000
Kepong,Kuala-Lumpur,665000
Kepong,Kuala-Lumpur,600000
Kepong,Kuala-Lumpur,498000
Kepong,Kuala-Lumpur,560000
Kepong,Kuala-Lumpur,800000
Kepong,Kuala-Lumpur,918000
Kepong,Kuala-Lumpur,615000
Kepong,Kuala-Lumpur,615000
Kepong,Kuala-Lumpur,665000
Kepong,Kuala-Lumpur,1250000
Kepong,Kuala-Lumpur,490000
Kepong,Kuala-Lumpur,470000
Kepong,Kuala-Lumpur,470000
Kepong,Kuala-Lumpur,490000
Kepong,Kuala-Lumpur,480000
Bandar-Damai-Perdana,Kuala-Lumpur,660000
Cheras,Kuala-Lumpur,760000
Kepong,Kuala-Lumpur,1250000
Kepong,Kuala-Lumpur,650000
Kepong,Kuala-Lumpur,718000
Cheras,Kuala-Lumpur,660000
Kepong,Kuala-Lumpur,520000
Kepong,Kuala-Lumpur,650000
Kepong,Kuala-Lumpur,750000
Kepong,Kuala-Lumpur,748000
Kepong,Kuala-Lumpur,499000
Sri-Hartamas,Kuala-Lumpur,3350000
Bandar-Damai-Perdana,Kuala-Lumpur,656000
Cheras,Kuala-Lumpur,655000
Kepong,Kuala-Lumpur,1180000
Kepong,Kuala-Lumpur,688000
City-Centre,Kuala-Lumpur,860000
Kepong,Kuala-Lumpur,750000
Kepong,Kuala-Lumpur,1050000
Kepong,Kuala-Lumpur,699000
Setiawangsa,Kuala-Lumpur,780000
Cheras,Kuala-Lumpur,990000
Cheras,Kuala-Lumpur,820000
Cheras,Kuala-Lumpur,1020000
Kepong,Kuala-Lumpur,650000
Cheras,Kuala-Lumpur,560000
Cheras,Kuala-Lumpur,648000
Kepong,Kuala-Lumpur,685000
Kepong,Kuala-Lumpur,995000
Kepong,Kuala-Lumpur,698000
Cheras,Kuala-Lumpur,688000
Kepong,Kuala-Lumpur,868000
Kepong,Kuala-Lumpur,1180000
Kepong,Kuala-Lumpur,1050000
Kepong,Kuala-Lumpur,1180000
Kepong,Kuala-Lumpur,730000
Kepong,Kuala-Lumpur,860000
Kepong,Kuala-Lumpur,1200000
Cheras,Kuala-Lumpur,830000
Kuchai-Lama,Kuala-Lumpur,599000
Cheras,Kuala-Lumpur,860000
Cheras,Kuala-Lumpur,800000
Desa-ParkCity,Kuala-Lumpur,2200000
Bukit-Jalil,Kuala-Lumpur,1470000
Bandar-Damai-Perdana,Kuala-Lumpur,800000
Kepong,Kuala-Lumpur,980000
Kepong,Kuala-Lumpur,860000
Jalan-Klang-Lama,Kuala-Lumpur,750000
Cheras,Kuala-Lumpur,960000
Cheras,Kuala-Lumpur,760000
Setiawangsa,Kuala-Lumpur,985000
Kepong,Kuala-Lumpur,730000
Pandan-Perdana,Kuala-Lumpur,700000
Kepong,Kuala-Lumpur,680000
Kepong,Kuala-Lumpur,1220000
Cheras,Kuala-Lumpur,850000
Kepong,Kuala-Lumpur,1300000
